4.986709411406609433e+02	4.067366313267691512e-03
4.988287256496408872e+02	-7.866554627858003863e-04
4.989865176481840763e+02	2.056031323190277756e-03
4.991443171342946812e+02	5.810523304668116853e-03
4.993021241059771000e+02	3.182378917633629269e-03
4.994599385612356173e+02	-1.215740260668981935e-03
4.996177604980745173e+02	3.423739116442918971e-03
4.997755899144981981e+02	3.423739116442918971e-03
4.999334268085108874e+02	2.672840720147351152e-03
5.000912711781169833e+02	1.439221926233204144e-03
5.002491230213207132e+02	5.649616505461923718e-03
5.004069823361264184e+02	1.900488083957595220e-02
5.005648491205383834e+02	1.412404126365505216e-03
5.007227233725610063e+02	-4.675236443602133474e-03
5.008806050901985145e+02	2.941018718824339566e-03
5.010384942714552494e+02	3.048289918295135278e-03
5.011963909143355522e+02	8.224125292761013881e-03
5.013542950168437073e+02	1.519675325836300711e-03
5.015122065769839992e+02	1.546493125703999640e-03
5.016701255927608258e+02	3.611463715516810818e-03
5.018280520621783580e+02	1.621582965333527235e-02
5.019859859832410507e+02	6.293243702286696259e-03
5.021439273539531314e+02	1.063772728085420234e-03
5.023018761723189982e+02	6.454150501492889394e-03
5.024598324363428219e+02	7.231866697656155925e-03
5.026177961440290574e+02	4.469633311286393969e-05
5.027757672933819322e+02	-1.698460658287561341e-03
5.029337458824057876e+02	1.734217724777891486e-03
5.030917319091049080e+02	9.645468685749052085e-03
5.032497253714836347e+02	1.036954928217721306e-03
5.034077262675463089e+02	2.324209321867559013e-04
5.035657345952971582e+02	9.725922085352148652e-03
5.037237503527405806e+02	1.546493125703999640e-03
5.038817735378808607e+02	8.411849891834905293e-03
5.040398041487222827e+02	7.955947294084317117e-04
5.041978421832691879e+02	-2.181181055906140746e-03
5.043558876395258608e+02	3.048289918295135278e-03
5.045139405154966425e+02	1.331950726762408648e-03
5.046720008091858745e+02	-6.793842633150049990e-04
5.048300685185977841e+02	1.240770207212203366e-02
5.049881436417367127e+02	6.400514901757491104e-03
5.051462261766070583e+02	-3.602524448894179818e-03
5.053043161212129917e+02	-1.269375860404379792e-03
5.054624134735589678e+02	1.543811345717200322e-02
5.056205182316491573e+02	-1.054833461462789017e-03
5.057786303934880152e+02	1.036954928217721306e-03
5.059367499570797122e+02	3.745552714855305242e-03
5.060948769204287032e+02	-2.422541254715430449e-03
5.062530112815391590e+02	1.608174065399677749e-02
5.064111530384155344e+02	-6.364757835267161393e-03
5.065693021890620003e+02	5.730069905065020286e-03
5.067274587314829546e+02	1.369495646577157874e-02
5.068856226636827387e+02	6.078701303345104834e-03
5.070437939836655801e+02	8.224125292761306398e-04
5.072019726894358200e+02	-1.698460658287561341e-03
5.073601587789977998e+02	1.364132086603618045e-02
5.075183522503558038e+02	1.423131246312555644e-02
5.076765531015141164e+02	-8.671088623888969539e-04
5.078347613304771357e+02	3.021472118427436133e-03
5.079929769352490894e+02	1.197861727423885254e-02
5.081511999138343754e+02	4.630540110489367485e-03
5.083094302642372213e+02	1.519675325836300711e-03
5.084676679844619684e+02	1.173725707542956284e-02
5.086259130725129580e+02	6.320061502154394537e-03
5.087841655263944745e+02	1.136180787728177828e-02
5.089424253441108021e+02	3.852823914326100520e-03
5.091006925236663392e+02	-3.736613448232673808e-03
5.092589670630653131e+02	-2.342087855112333881e-03
5.094172489603120653e+02	-1.376647059875175071e-03
5.095755382134108800e+02	-1.859367457493754476e-03
5.097338348203661553e+02	-3.200257450878696980e-03
5.098921387791821189e+02	1.136180787728177828e-02
5.100504500878631120e+02	4.871900309298657188e-03
5.102087687444134190e+02	-8.268821625873779002e-03
5.103670947468374379e+02	7.205048897788456780e-03
5.105254280931393964e+02	1.074499848032470575e-02
5.106837687813236357e+02	-1.403464859742873999e-03
5.108421168093944402e+02	-8.939266622563031475e-05
5.110004721753562080e+02	3.155561117765930557e-03
5.111588348772131667e+02	-4.272969445586650636e-03
5.113172049129696006e+02	1.176407487529726112e-02
5.114755822806299079e+02	-4.487511844528242061e-03
5.116339669781983730e+02	-3.119804051275600412e-03
5.117923590036793371e+02	4.737811309960162330e-03
5.119507583550770278e+02	5.810523304668116853e-03
5.121091650303958431e+02	2.592387320544254584e-03
5.122675790276400676e+02	-1.859367457493754476e-03
5.124260003448139287e+02	4.925535909034054610e-03
5.125844289799218814e+02	1.433858366259635128e-02
5.127428649309681532e+02	3.343285716839822404e-03
5.129013081959570854e+02	-2.181181055906140746e-03
5.130597587728929057e+02	4.094184113135390657e-03
5.132182166597800688e+02	2.485116121073459305e-03
5.133766818546229160e+02	-1.698460658287561341e-03
5.135351543554255613e+02	5.166896107843344313e-03
5.136936341601923459e+02	1.460676166127333926e-02
5.138521212669277247e+02	3.450556916310618116e-03
5.140106156736360390e+02	5.435074106520333161e-03
5.141691173783214026e+02	6.641875100566780807e-03
5.143276263789881568e+02	1.970214363613612130e-02
5.144861426736407566e+02	6.159154702948201401e-03
5.146446662602835431e+02	3.316467916972123692e-03
5.148031971369206303e+02	7.151413298053351441e-04
5.149617353015563594e+02	9.860011084690643510e-03
5.151202807521951854e+02	1.385586326497806504e-03
5.152788334868413358e+02	7.151413298053351441e-04
5.154373935034991518e+02	-4.407058444925145493e-03
5.155959608001729748e+02	-1.913003057229152115e-03
5.157545353748670323e+02	1.256860887132822679e-02
5.159131172255855518e+02	-5.131139041353013734e-03
5.160717063503331019e+02	4.791446909695560620e-03
5.162303027471137966e+02	4.737811309960162330e-03
5.163889064139320908e+02	5.166896107843344313e-03
5.165475173487922120e+02	6.990506498846866222e-03
5.167061355496983879e+02	6.212790302683599691e-03
5.168647610146550733e+02	2.646022920279652441e-03
5.170233937416664958e+02	1.197861727423885254e-02
5.171820337287371103e+02	1.251497327159604869e-04
5.173406809738710308e+02	7.741404895142433608e-03
5.174993354750725985e+02	1.455312606153794271e-02
5.176579972303462682e+02	1.758353744658791226e-02
5.178166662376962677e+02	3.075107718162833990e-03
5.179753424951269380e+02	3.557828115781413395e-03
5.181340260006425069e+02	1.171043927556215730e-03
5.182927167522473155e+02	-2.449359054583129160e-03
5.184514147479458188e+02	-3.039350651672210893e-04
5.186101199857421307e+02	-3.977973647041963511e-03
5.187688324636407060e+02	7.258684497523855070e-03
5.189275521796457724e+02	1.417767686339015815e-02
5.190862791317615574e+02	3.665099315252208674e-03
5.192450133179926297e+02	-4.004791446909662656e-03
5.194037547363431031e+02	-4.916596642411423176e-03
5.195625033848173189e+02	-3.280710850481793547e-03
5.197212592614197320e+02	2.324209321867559013e-04
5.198800223641544562e+02	-2.663901453524719718e-03
5.200387926910258329e+02	-1.430282659610572927e-03
5.201975702400383170e+02	1.171043927556215730e-03
5.203563550091960224e+02	-1.859367457493754476e-03
5.205151469965034039e+02	7.365955696994649915e-03
5.206739461999648029e+02	7.795040494877831898e-03
5.208327526175844469e+02	-3.951155847174264366e-03
5.209915662473666771e+02	-7.303380830636621059e-03
5.211503870873157211e+02	-1.416873759676752671e-02
5.213092151354360340e+02	3.504192516046015539e-03
5.214680503897318431e+02	-2.181181055906140746e-03
5.216268928482074898e+02	3.155561117765930557e-03
5.217857425088672016e+02	2.967836518692038711e-03
5.219445993697154336e+02	2.163302522661073035e-03
5.221034634287564131e+02	1.326587166788839763e-02
5.222623346839944816e+02	-1.336420360073656104e-02
5.224212131334339801e+02	3.343285716839822404e-03
5.225800987750791364e+02	3.960095113796895799e-03
5.227389916069342917e+02	1.793216884486799681e-02
5.228978916270037871e+02	-5.184774641088118639e-04
5.230567988332918503e+02	5.542345305991421174e-04
5.232157132238029362e+02	5.005989308637443696e-04
5.233746347965412724e+02	1.664491445121845173e-02
5.235335635495112001e+02	-4.594783043999036906e-03
5.236924994807170606e+02	-4.380240645057446348e-03
5.238514425881629677e+02	1.490175745981802725e-02
5.240103928698534901e+02	-9.100173421772444690e-03
5.241693503237928553e+02	-1.832549657626055548e-03
5.243283149479852909e+02	1.626946525307096207e-03
5.244872867404352519e+02	-4.514329644395940339e-03
5.246462656991468521e+02	-1.081651261330487728e-03
5.248052518221246601e+02	-5.667495038706991430e-03
5.249642451073727898e+02	-6.257486635796365680e-03
5.251232455528955825e+02	-3.414799849820287538e-03
