# 5	 5
4.986709411406609433e+02	7.473210516388035726e-03	7.367716008037540100e-03	5.469817005258282606e-03	4.254973902225715580e-03	6.356831336289051580e-03	4.543694859308462092e-03	5.284347694236521571e-03	7.687140831405328556e-03	4.330198555997462860e-03	4.247589267155322569e-03	7.678420335823396038e-03	5.530415018823300020e-03	6.340015889650709065e-03	4.158055922117339862e-03	5.748362543044766189e-03	7.478170755713874421e-03	4.612554485233514440e-03	6.547426406519783401e-03	7.776289107763583244e-03	5.646289613453260060e-03	4.483452846834243971e-03	5.897074996492562490e-03	6.771804667837517250e-03	6.559847578015539672e-03	4.900430314794955618e-03
4.988287256496408872e+02	-1.365298075109391395e-03	-3.205113797273147561e-03	-4.061299750921981699e-03	-1.126846902072529879e-03	-3.151326898245517330e-03	-2.302410399559893378e-03	-3.052927211788089221e-03	-1.105916995162461308e-03	-4.217138541480622109e-03	-5.323042719903085113e-03	-3.153717721902761419e-03	-1.586909917394693694e-03	-1.591228550669165735e-03	-3.447315824379324194e-03	-1.668587315566798191e-03	-3.274103807418402533e-03	-1.748964667288890364e-03	-1.138387653812500053e-03	-1.919177288528422501e-03	-1.199893141591951758e-03	-2.519962901802848699e-03	-2.765243916237062477e-03	-1.702004381755994672e-03	1.047674863270477629e-03	-2.212659671223207291e-03
4.989865176481840763e+02	-1.365298075109391395e-03	-2.881455742008534691e-03	-4.162550991249970881e-04	1.171920778155364053e-03	2.916557559121272895e-03	1.473814326561937588e-03	2.161264260383653855e-03	-9.973607256986614066e-04	5.856508751975396084e-04	-6.055074061689126597e-04	2.669574542212884154e-04	5.863190707634723066e-04	-5.862420976149349634e-04	1.713472146457697487e-03	2.270818286992457545e-03	1.857663597712911566e-03	8.337033647180689885e-04	1.224389106784350232e-03	1.991599073000829595e-04	2.060193884620053952e-03	2.583301287126505818e-03	9.549369334305192730e-04	1.991707255246305108e-03	2.059144979645814830e-04	2.321256464902873851e-03
4.991443171342946812e+02	1.032955780510366739e-02	8.365661678436763296e-03	1.016787455646328553e-02	7.878913539290866713e-03	6.329742566390092126e-03	5.793380739895542288e-03	5.583077413996360289e-03	8.501312852383827168e-03	6.989370097435088601e-03	6.497907836350359442e-03	6.348157767330710362e-03	3.900493277704675330e-03	6.883251810220563337e-03	5.977912732886184188e-03	4.525788390526376201e-03	6.256321373539752533e-03	5.890295511594852672e-03	9.181786702817421389e-03	7.423232908458832560e-03	7.846848356146364153e-03	7.306535164114312704e-03	7.770742723697402973e-03	8.428542975610606863e-03	7.021458100925225161e-03	7.669648553626454840e-03
4.993021241059771000e+02	6.233663579775591650e-03	5.236967144212172076e-03	9.465865956857940494e-03	1.006950391691980098e-02	1.247889333345375898e-02	8.292752501069703547e-03	8.760475342351017533e-03	1.205653067732327319e-02	1.187356272456542225e-02	8.666889589791358650e-03	7.787013198557493111e-03	9.360731110452068238e-03	8.268503407673691644e-03	1.040532557102531383e-02	9.877946347106883462e-03	8.890085597337305315e-03	7.195222517240473792e-03	8.502827863565452782e-03	7.097334878331369723e-03	9.069380990975865753e-03	9.803877214015911667e-03	8.585380865960376418e-03	8.021148309764764700e-03	1.085011008505849459e-02	1.117189514979570301e-02
4.994599385612356173e+02	-3.763551930729120039e-03	-3.636657870959298343e-03	-2.360278913416722409e-03	-2.884728069305920193e-04	2.862380019323354854e-03	-2.166574977756949728e-03	2.324207743889021138e-03	-3.188840415499121297e-04	-1.469780188720105636e-04	2.241281145222398692e-03	7.556253365247241061e-04	8.579726942832430160e-04	4.459061514677884353e-04	1.061583139615126375e-03	-8.263695660541297595e-04	6.086620070460309079e-04	7.249594475809338591e-04	1.115755692504035194e-03	-6.427433371958614925e-04	-1.254227925362151825e-03	1.280340217612628041e-03	1.715265866209295153e-03	-1.457567582248489547e-03	-7.987672283682623747e-04	7.466029565477079770e-04
4.996177604980745173e+02	-1.014991332153700621e-03	-2.153225117663155625e-03	-2.846284866989653821e-03	-2.911772394955365259e-03	-2.528285190569462895e-03	-1.976405387232828791e-03	-1.131551968790563859e-05	-8.888044562348615049e-04	-3.375972033474842777e-03	-2.205131449331649510e-03	-1.904899800460647897e-03	-4.357776877296355190e-03	-3.411068884578178240e-03	-5.049876299533978367e-03	-2.836824839084370505e-03	-1.753580131823938943e-03	-4.630678471422971024e-03	-2.143246735905413557e-03	-1.701911935110114304e-03	-3.590623627480755975e-03	-2.411382812676692109e-03	-3.416954430047441926e-03	-2.978507668072965901e-03	-2.102138116583843631e-03	-2.891389631721123614e-03
4.997755899144981981e+02	2.568916115008365759e-03	3.564733858678338554e-03	6.657831558436558619e-03	9.636794706523961473e-03	8.930264476690145947e-03	7.504907054612631155e-03	6.126222359014250364e-03	7.470028292477728753e-03	6.419547624269883457e-03	7.907745976087008841e-03	7.189752453519960076e-03	6.291045164678658180e-03	8.893224716329025531e-03	7.824931585606802881e-03	6.400402091054573951e-03	6.826517751887676080e-03	6.624316952270514931e-03	7.525127135042618091e-03	9.704519119351068951e-03	6.352641802465861139e-03	7.659420453774321187e-03	8.829772308639270012e-03	5.576780314689714323e-03	7.754604225546489482e-03	3.542970393799123405e-03
4.999334268085108874e+02	4.536023210067244987e-03	5.749425731714475317e-03	6.009823620339317315e-03	4.146796599626756570e-03	4.298084823968175566e-03	4.380692353144929364e-03	6.397794831523195835e-03	6.330187463107830002e-03	5.171365064003242626e-03	6.416571020596321777e-03	4.664968394952209198e-03	5.503249656471322603e-03	6.312854093622216438e-03	6.819936033391172173e-03	6.400402091054573951e-03	7.586779589684907767e-03	3.579487272430730872e-03	4.483391535193798766e-03	6.554171494785598906e-03	5.184443951406558955e-03	7.062229963580460811e-03	5.815611182266264625e-03	4.273117383983019747e-03	6.152544175448170991e-03	5.579160275292872374e-03
5.000912711781169833e+02	-2.524004994116675962e-03	-1.586823520950083211e-03	-2.306278251908618678e-03	-4.642609236538720700e-03	-5.535138649353898987e-03	-6.268804716205844847e-03	-4.953934519350704051e-03	-5.149638032689006668e-03	-3.755853682251646206e-03	-3.750530948658361251e-03	-4.728314231547165077e-03	-3.868800354960768174e-03	-7.268043920624144699e-03	-2.360834146308372558e-03	-3.760547532098265124e-03	-2.595298595099445639e-03	-4.168516823590147184e-03	-5.809624467866042995e-03	-1.701911935110114304e-03	-4.921825829850658141e-03	-3.904359038161343918e-03	-4.068664943857821376e-03	-5.314237085589126365e-03	-3.839965967537951972e-03	-6.257890235790788264e-03
5.002491230213207132e+02	2.838382840358897458e-03	5.560625199476784512e-03	1.878773014969400751e-03	1.712807291150162791e-03	1.860095533061876302e-03	1.093475145513695714e-03	3.410497633924800855e-03	2.829247772900284150e-03	3.000612785278649122e-03	1.536362075354073776e-03	1.705812885448071328e-03	2.922540233033500863e-03	1.342245420408048374e-03	2.609819530866233118e-03	2.895689520501856795e-03	3.595404941249441197e-03	-5.527815787804039394e-04	2.582306785288287013e-03	4.055619930475054535e-03	3.038219992483655579e-03	2.040400841495723303e-03	3.643242802898333851e-03	4.300277028372742442e-03	4.659098366034484379e-03	2.755643639621540523e-03
5.004069823361264184e+02	2.108128014658986957e-02	2.120409787059973974e-02	1.734996253704104707e-02	1.582994528031440515e-02	1.721942806577156371e-02	1.410650855423568883e-02	1.636450457260147512e-02	1.753862228524516800e-02	1.675775535169575850e-02	1.688190798094914291e-02	1.677307258980400423e-02	1.759183590310112177e-02	1.948632516744118470e-02	1.926015124730357311e-02	1.813711395523111627e-02	1.741587906406340258e-02	1.785212639667971626e-02	1.670465064172923023e-02	1.766186268829660760e-02	1.795311813740358212e-02	2.028185581469001131e-02	1.553695967993775663e-02	1.807021673396220010e-02	1.733981096596524246e-02	1.524427491278320008e-02
5.005648491205383834e+02	6.314503597380751593e-03	6.828285915929851839e-03	4.254802121325953861e-03	3.200245201885858724e-03	1.941361842758752929e-03	2.451829363543131350e-03	5.121404210731154288e-03	4.457591814857282675e-03	4.384467362965577264e-03	4.166252451401284904e-03	2.764593297105515188e-03	2.406398348345936428e-03	2.618849833747206174e-03	6.548315613873433721e-03	2.624006375497770372e-03	5.767581620670102910e-03	2.791093873186501102e-03	4.211807999493011496e-03	4.028461761297765821e-03	3.174056951909155853e-03	2.067545863777262450e-03	3.453160569703639989e-03	2.643538720599652395e-03	3.410034598161218629e-03	4.737535124275456429e-03
5.007227233725610063e+02	-5.218672247621989474e-03	-6.387751340708507954e-03	-7.085336795375776764e-03	-6.616845008969735216e-03	-5.806026348343488325e-03	-6.486141391090554861e-03	-3.405971426049717466e-03	-4.064075338051007652e-03	-5.465321101747262940e-03	-4.130102755510536156e-03	-4.049608839459060104e-03	-5.933367893711025479e-03	-3.791334028977076318e-03	-5.240010593196395457e-03	-5.227636515120332589e-03	-4.903236316983899251e-03	-5.745303622078606724e-03	-6.705850135678641244e-03	-4.309096176129813098e-03	-4.650151910999657592e-03	-3.008573302870552919e-03	-3.824273501178929082e-03	-4.608086331456333687e-03	-4.030040888736057328e-03	-4.873281116375039086e-03
5.008806050901985145e+02	1.464102541071187532e-03	-1.398022988712392407e-03	8.527604463154347383e-04	-7.211820173267260265e-05	-1.038402846126724359e-03	-4.550486630398609144e-04	-3.100452394477451099e-04	1.960797617189885371e-03	-3.640532467444698326e-04	1.915933882206248681e-03	-9.275640358537765159e-04	-2.829725244997941696e-04	1.233598236294077433e-03	-4.289339124884311745e-03	-6.361913645512690899e-04	1.124553968408438217e-03	-4.984096202118364289e-04	2.337881603157578557e-03	1.013904982618738914e-03	6.746568984799515035e-04	8.460198611080021157e-04	3.846902338464373633e-04	-1.213130782740984423e-03	9.662141827570038281e-04	1.995466083863874172e-03
5.010384942714552494e+02	5.586943438934316442e-03	9.228749825809063126e-03	7.575842804074317711e-03	9.663839032173701660e-03	1.125989868800060870e-02	1.033028382811385787e-02	1.193787327070567304e-02	1.021107409643867529e-02	1.081532098868718400e-02	1.067319771172428253e-02	1.158776339425088113e-02	9.061912124580320110e-03	1.022415272172516772e-02	1.083991824225369500e-02	1.066582746761873465e-02	1.241987270139588082e-02	9.805076528531717767e-03	9.263261763527657830e-03	1.051926419466972518e-02	1.050925276088616848e-02	9.559572013482059774e-03	1.102929529274930022e-02	1.122598634775205488e-02	8.134754067942701061e-03	1.071035877665712024e-02
5.011963909143355522e+02	1.121879799876042069e-02	1.011880947778674884e-02	9.492866287611992360e-03	9.068863867879422766e-03	9.309507255275569632e-03	1.103662802148916433e-02	9.602350007128746326e-03	9.831127153315376288e-03	9.214391183127796509e-03	1.192036221995285659e-02	7.922754276975113585e-03	1.085482603981080714e-02	1.003402014952571933e-02	1.143748316519271717e-02	8.275015791582771701e-03	9.433129767192471177e-03	9.995378383521703186e-03	1.024096249205049165e-02	9.541570104287338400e-03	8.390196193848365250e-03	1.069966294930670310e-02	1.040473938368101890e-02	1.032971808289120247e-02	6.668461818700171552e-03	1.149768553083470313e-02
5.013542950168437073e+02	4.643809900207456799e-03	3.915363418548335576e-03	8.493854049712076804e-03	1.047516880166590031e-02	9.201152175679733550e-03	1.095512676840739753e-02	6.777996293035718628e-03	1.126949772371072488e-02	1.059824576081472465e-02	1.164923950077273104e-02	1.025750082575819545e-02	1.061033777864301385e-02	1.022415272172516772e-02	9.101547557340170305e-03	1.061149083861791589e-02	1.043776148142452724e-02	8.500149522886095779e-03	9.697795420648917114e-03	1.089947856315176371e-02	7.982685315571863560e-03	1.029248761508361545e-02	1.113791371171769622e-02	1.176917923554651052e-02	1.169187045036439165e-02	8.402676910964204660e-03
